gender,age,Investment_Avenues,Mutual_Funds,Equity_Market,Debentures,Government_Bonds,Fixed_Deposits,PPF,Gold,Stock_Marktet,Factor,Objective,Purpose,Duration,Invest_Monitor,Expect,Avenue,What are your savings objectives?,Reason_Equity,Reason_Mutual,Reason_Bonds,Reason_FD,Source,Is_Outlier_LOF
Male,27,Yes,2,4,33.77904611,5,3,1,6,Yes,Returns,Growth,wealth creation_err,More than 5 years,Monthly,20%-30%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,FALSE
female_err,24,No,2,1,3,6,4,5,7,No,Returns,Unknown,Wealth Creation,3-5 years,Daily,10%-20%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Risk Free,Internet,FALSE
Male,33,Yes,1,46.38680213,7,4,5,2,6,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Daily,10%-20%,Unknown,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Unknown,Unknown,FALSE
Female,26,No,7,5,4,6,3,1,2,Unknown,Risk,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,30%-40%,Public Provident Fund,Retirement Plan,Liquidity,Fund Diversification,Safe Investment,Risk Free,Internet,FALSE
Female,23,No,1,2,3,4,5,6,7,No,Returns,Capital Appreciation,Savings for Future,3-5 years,Weekly,30%-40%,Public Provident Fund,Education,Dividend,Better Returns,Safe Investment,Risk Free,Internet,FALSE
Female,37,Yes,1,2,5,3,7,6,4,Yes,returns_err,Capital Appreciation,Wealth Creation,More than 5 years,daily_err,30%-40%,public provident fund_err,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Newspapers and Magazines,FALSE
Male,25,Yes,3,4,6,5,1,2,7,Yes,Risk,Capital Appreciation,Wealth Creation,Unknown,Weekly,30%-40%,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Male,22,Yes,2,46.38680213,7,4,6,1,5,Unknown,Risk,Capital Appreciation,Wealth Creation,More than 5 years,Weekly,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Male,32,Yes,1,3,7,4,5,2,6,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,20%-30%,Equity,Retirement Plan,Capital Appreciation,Unknown,Assured Returns,Fixed Returns,Newspapers and Magazines,FALSE
Male,35,Unknown,2,4,7,5,3,1,6,Yes,Returns,Growth,Savings for Future,3-5 years,Unknown,10%-20%,Public Provident Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Television,FALSE
Male,27,Yes,3,6,4,2,5,1,7,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Unknown,20%-30%,Public Provident Fund,Retirement Plan,capital appreciation_err,Tax Benefits,Assured Returns,Fixed Returns,Television,FALSE
Female,37,Yes,2,4,33.77904611,5,3,1,6,Yes,Risk,Growth,Savings for Future,3-5 years,Daily,10%-20%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants,FALSE
Male,29,Yes,2,5,7,6,3,1,4,Yes,Risk,Capital Appreciation,Wealth Creation,1-3 years,Monthly,10%-20%,Equity,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants,FALSE
Male,32,Yes,1,3,7,4,5,2,6,Yes,Returns,Capital Appreciation,Unknown,1-3 years,Weekly,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines,FALSE
Female,26,Yes,2,3,7,5,4,1,6,Yes,Returns,Unknown,Wealth Creation,1-3 years,Monthly,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Female,25,Yes,2,3,7,5,4,1,6,Unknown,Returns,Capital Appreciation,Wealth Creation,1-3 years,Monthly,30%-40%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Female,37,Yes,2,4,7,5,3,1,6,Yes,Risk,Growth,Savings for Future,1-3 years,Daily,10%-20%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants,FALSE
Male,30,Yes,1,12.47736043,6,69.93907057,3,2,7,Yes,Risk,Growth,Wealth Creation,1-3 years,weekly_err,30%-40%,Fixed Deposits,Health Care,Capital Appreciation,Better Returns,Assured Returns,Unknown,Financial Consultants,FALSE
Male,29,Yes,2,4,7,5,3,1,6,Unknown,Risk,Growth,Wealth Creation,3-5 years,Monthly,30%-40%,Public Provident Fund,Health Care,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines,FALSE
Female,33,Yes,3,4,7,5,1,2,6,Yes,Unknown,Growth,Wealth Creation,3-5 years,Daily,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,FALSE
Unknown,31,Yes,2,3,7,4,5,1,6,Yes,Returns,capital appreciation_err,Wealth Creation,1-3 years,Weekly,10%-20%,Fixed Deposits,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Male,34,Yes,2,4,7,5,3,1,6,Yes,Risk,Growth,Wealth Creation,3-5 years,Daily,20%-30%,Public Provident Fund,Health Care,Dividend,Fund Diversification,Assured Returns,Fixed Returns,newspapers and magazines_err,FALSE
Male,28,Yes,4,3,5,7,2,1,6,Yes,Returns,Capital Appreciation,Wealth Creation,Unknown,Weekly,20%-30%,Fixed Deposits,Retirement Plan,Dividend,Better Returns,Safe Investment,Fixed Returns,Financial Consultants,FALSE
Female,35,Yes,1,2,5,3,7,6,4,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,Unknown,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Newspapers and Magazines,FALSE
Male,24,nan_err,2,1,3,7,6,4,5,Yes,Returns,Income,Wealth Creation,More than 5 years,Daily,10%-20%,Mutual Fund,Retirement Plan,Dividend,Fund Diversification,Tax Incentives,High Interest Rates,Internet,FALSE
Female,31,Yes,5,4,3,2,7,1,6,Yes,Returns,Income,Returns,3-5 years,Daily,20%-30%,Public Provident Fund,Retirement Plan,Capital Appreciation,Tax Benefits,Safe Investment,Fixed Returns,Newspapers and Magazines,FALSE
Male,28,Yes,2,5,7,6,3,1,4,Yes,Risk,Capital Appreciation,wealth creation_err,3-5 years,Monthly,20%-30%,Equity,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants,FALSE
Male,30,Yes,2,3,6,5,4,1,7,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Monthly,20%-30%,Unknown,health care_err,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Financial Consultants,FALSE
Female,24,No,1,2,3,4,5,6,7,No,Returns,Capital Appreciation,Savings for Future,More than 5 years,Monthly,20%-30%,Fixed Deposits,Education,Dividend,Better Returns,Safe Investment,Risk Free,Internet,FALSE
Male,24,Yes,4,5,1,2,7,3,6,No,Returns,Growth,Wealth Creation,More than 5 years,Monthly,30%-40%,Equity,Education,Capital Appreciation,Unknown,Safe Investment,Fixed Returns,Unknown,FALSE
Male,24.6,Yes,5,4,7,6,1,2,3,Yes,Risk,Growth,Savings for Future,1-3 years,Monthly,20%-30%,nan_err,Health Care,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Unknown,FALSE
Male,24,Yes,3,4,6,5,2,1,7,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Weekly,30%-40%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants,FALSE
Unknown,19,Yes,2,1,3,7,6,4,5,Yes,Returns,Income,wealth creation_err,1-3 years,Monthly,30%-40%,Equity,Retirement Plan,Dividend,Fund Diversification,Tax Incentives,High Interest Rates,Unknown,FALSE
Male,29,Yes,2,3,7,5,4,1,6,Yes,Returns,Unknown,Wealth Creation,Less than 1 year,Unknown,20%-30%,Equity,Unknown,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Female,30,Yes,3,6,4,2,5,1,7,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Monthly,10%-20%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,high interest rates_err,Financial Consultants,FALSE
Female,22,Yes,2,4,5,18.78781411,3,1,7,Yes,Risk,Capital Appreciation,wealth creation_err,More than 5 years,Weekly,20%-30%,Fixed Deposits,Health Care,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Male,30,Yes,2,3,6,5,1,4,7,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Television,FALSE
Unknown,35,Yes,2,4,7,5,3,1,6,Yes,Risk,Growth,Savings for Future,1-3 years,Monthly,20%-30%,Equity,Retirement Plan,Capital Appreciation,Better Returns,assured returns_err,Risk Free,Unknown,FALSE
Male,26,Yes,2,4,7,5,1,3,6,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,10%-20%,Equity,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,fixed returns_err,Newspapers and Magazines,FALSE
Male,26,Yes,2,3,6,5,1,4,7,Unknown,Returns,Capital Appreciation,Wealth Creation,1-3 years,Monthly,10%-20%,Public Provident Fund,Unknown,Unknown,Better Returns,Assured Returns,Risk Free,Television,FALSE
Male,34,Yes,2,4,7,5,3,1,6,Unknown,Unknown,Growth,Wealth Creation,1-3 years,Weekly,10%-20%,Fixed Deposits,Health Care,Dividend,fund diversification_err,Unknown,Fixed Returns,Unknown,FALSE
Male,31,Unknown,2,5,7,6,3,1,4,Yes,Risk,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,Unknown,Public Provident Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants,FALSE
Female,28,Yes,3,6,4,2,5,1,7,Yes,Returns,Capital Appreciation,Unknown,More than 5 years,Unknown,30%-40%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,High Interest Rates,Financial Consultants,FALSE
Male,29,Yes,2,4,7,5,3,1,6,Yes,Risk,Growth,Wealth Creation,More than 5 years,Daily,Unknown,Unknown,Health Care,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines,FALSE
Female,33,Yes,3,4,7,5,1,2,6,Unknown,Unknown,Growth,Wealth Creation,More than 5 years,Daily,30%-40%,Fixed Deposits,retirement plan_err,Capital Appreciation,Better Returns,assured returns_err,Fixed Returns,Financial Consultants,FALSE
Male,26,Yes,4,3,5,7,2,1,6,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,20%-30%,Public Provident Fund,Retirement Plan,Dividend,Better Returns,Safe Investment,Fixed Returns,Financial Consultants,FALSE
Male,34,Yes,2,4,7,5,45.92673072,1,6,Yes,Returns,Growth,Savings for Future,1-3 years,Weekly,10%-20%,Mutual Fund,Unknown,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Television,FALSE
Male,27,Yes,2,3,6,4,1,5,7,Yes,Returns,Capital Appreciation,Returns,3-5 years,Monthly,20%-30%,Public Provident Fund,Education,Dividend,Better Returns,Safe Investment,Risk Free,Newspapers and Magazines,FALSE
Female,22,No,1,2,3,4,5,6,7,no_err,Returns,Capital Appreciation,Savings for Future,More than 5 years,Monthly,10%-20%,Equity,Education,Dividend,Better Returns,Safe Investment,Risk Free,Internet,FALSE
Male,32,Yes,1,4,6,5,3,2,7,Yes,Risk,Growth,Wealth Creation,More than 5 years,Daily,10%-20%,Equity,Health Care,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,FALSE
Female,27,Yes,2,46.38680213,7,5,4,1,6,Yes,Returns,Unknown,Unknown,1-3 years,Daily,30%-40%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Unknown,Risk Free,Newspapers and Magazines,FALSE
Female,27,Yes,3,2,7,5,4,1,6,Yes,Risk,Unknown,Wealth Creation,Less than 1 year,Weekly,30%-40%,Mutual Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Television,FALSE
Female,23,Yes,4,3,2,1,5,6,7,No,Locking Period,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,Unknown,Mutual Fund,Health Care,Dividend,Better Returns,Safe Investment,High Interest Rates,Financial Consultants,FALSE
Female,22,No,1,2,3,4,5,6,7,No,Returns,Capital Appreciation,Savings for Future,More than 5 years,Daily,10%-20%,Unknown,Education,Unknown,Better Returns,Safe Investment,Risk Free,Unknown,FALSE
Unknown,25,Yes,4,5,1,2,7,3,6,No,Returns,Growth,Wealth Creation,More than 5 years,Weekly,30%-40%,Fixed Deposits,Education,Capital Appreciation,Tax Benefits,safe investment_err,Fixed Returns,Unknown,FALSE
Male,32,Yes,2,3,6,5,1,4,7,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Unknown,30%-40%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Unknown,Risk Free,Unknown,FALSE
Male,31,Yes,2,3,7,6,4,1,5,Yes,Risk,Unknown,Savings for Future,3-5 years,Monthly,10%-20%,Equity,Health Care,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Television,FALSE
Male,26,Yes,3,4,6,5,1,2,7,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Weekly,30%-40%,Equity,Retirement Plan,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants,FALSE
Female,27,Yes,2,3,7,5,4,1,6,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Weekly,Unknown,Fixed Deposits,Health Care,Dividend,Better Returns,Assured Returns,Risk Free,Unknown,FALSE
Male,30,Yes,4,5,1,2,7,3,6,No,Returns,Growth,Wealth Creation,Less than 1 year,Daily,20%-30%,Mutual Fund,Education,Capital Appreciation,Tax Benefits,Safe Investment,Fixed Returns,Television,FALSE
Male,28,yes_err,4,3,5,7,2,1,6,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,10%-20%,Public Provident Fund,Unknown,Dividend,Better Returns,Safe Investment,Fixed Returns,Financial Consultants,FALSE
Female,26,Yes,2,3,7,5,4,1,6,Unknown,returns_err,Capital Appreciation,Wealth Creation,3-5 years_err,Daily,20%-30%,Fixed Deposits,Unknown,Dividend,Better Returns,Assured Returns,Risk Free,Financial Consultants,FALSE
Male,31,Yes,2,5,7,6,3,1,62.4683885,Yes,Risk,Capital Appreciation,Wealth Creation,Less than 1 year,Daily,20%-30%,Mutual Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Unknown,Financial Consultants,FALSE
Male,28,Yes,2,4,7,5,1,3,6,Yes,nan_err,Capital Appreciation,Unknown,More than 5 years,Weekly,10%-20%,Fixed Deposits,retirement plan_err,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Male,38,Unknown,38.91517435,4,7,5,2.4,12.98575403,6,Yes,returns_err,Growth,Savings for Future,Less than 1 year,Daily,10%-20%,Equity,Retirement Plan,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Television,FALSE
Unknown,28,Yes,3,4,6,5,2,1,7,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Weekly,10%-20%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants,FALSE
Male,18,Yes,2,3,7,4,6,1,5,Yes,Risk,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Female,29,Yes,2,4,7,6,3,1,5,Yes,Returns,Unknown,Wealth Creation,1-3 years,Weekly,30%-40%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,FALSE
Female,26,Yes,2,3,7,69.93907057,5,1,6,Yes,Returns,Capital Appreciation,Wealth Creation,more than 5 years_err,Daily,Unknown,Mutual Fund,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Male,25,Yes,3,46.38680213,6,5,1,2,7,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Weekly,10%-20%,Equity,Unknown,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants,FALSE
Female,27,Yes,2,3,7,5,4,1,6,Unknown,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Daily,10%-20%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Female,20,No,1,2,3,4,5,6,7,No,Returns,Capital Appreciation,Savings for Future,1-3 years,Daily,20%-30%,Public Provident Fund,Education,Dividend,Better Returns,Safe Investment,Risk Free,Internet,FALSE
Male,26,Yes,2,46.38680213,7,5,45.92673072,1,6,Yes,Returns,Growth,Wealth Creation,3-5 years,Unknown,20%-30%,Unknown,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,FALSE
male_err,29,yes_err,4,5,1,2,7,3,6,No,Returns,Growth,Unknown,3-5 years,Weekly,Unknown,Equity,Education,Capital Appreciation,Tax Benefits,Safe Investment,fixed returns_err,Television,FALSE
Male,28,Yes,2,4,7,5,1,3,6,Yes,Unknown,Capital Appreciation,Unknown,3-5 years,Monthly,30%-40%_err,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Female,26,No,2,1,3,69.93907057,4,6.597150807,7,Unknown,Returns,Income,Wealth Creation,1-3 years,Weekly,10%-20%,Equity,Retirement Plan,Unknown,Better Returns,Safe Investment,Risk Free,Internet,FALSE
Unknown,18,No,1,2,3,4,5,6,18.0936777,No,Unknown,Capital Appreciation,Savings for Future,Less than 1 year,Weekly,30%-40%,Fixed Deposits,Education,Unknown,Better Returns,Safe Investment,Risk Free,Internet,FALSE
Male,33,Yes,2,3,7,6,4,1,5,Yes,Risk,Growth,Savings for Future,3-5 years,Monthly,Unknown,Equity,Health Care,Capital Appreciation,Unknown,Safe Investment,Fixed Returns,Television,FALSE
Female,24,Unknown,2,3,7,5,4,1,6,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Weekly,20%-30%,Mutual Fund,Retirement Plan,Unknown,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Male,29,Yes,2,3,6,5,4,1,7,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Daily,10%-20%,Fixed Deposits,Health Care,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Financial Consultants,FALSE
Female,27,Yes,3,6,4,2,5,1,7,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Daily,10%-20%,Equity,retirement plan_err,capital appreciation_err,Better Returns,Assured Returns,High Interest Rates,Financial Consultants,FALSE
Male,25,Yes,5,4,7,6,1,2,3,Yes,Risk,Growth,Savings for Future,1-3 years,Daily,10%-20%,Fixed Deposits,Health Care,Capital Appreciation,Unknown,Safe Investment,Fixed Returns,Financial Consultants,FALSE
Female,31,Yes,2,4,7,6,3,1,5,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Weekly,10%-20%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,FALSE
Male,27,Yes,3,6,4,2,5,1,7,Yes,Unknown,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,30%-40%,Fixed Deposits,Retirement Plan,Capital Appreciation,Tax Benefits,Assured Returns,Fixed Returns,Television,FALSE
Male,33,Yes,2,4,7,5,3,1,6,Yes,Risk,Growth,Unknown,Less than 1 year,Weekly,20%-30%,Mutual Fund,Health Care,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Unknown,FALSE
Unknown,33,Yes,2,4,7,5,1,3,6,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Daily,20%-30%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Female,26,Yes,2,4,5,6,3,1,7,Unknown,Risk,Capital Appreciation,Wealth Creation,More than 5 years,Daily,30%-40%,Fixed Deposits,Health Care,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Male,23,Yes,2,3,7,4,6,1,5,Yes,Risk,capital appreciation_err,Unknown,3-5 years,Weekly,Unknown,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Unknown,FALSE
Female,28.2,Yes,3,2,7,5,4,1,6,Yes,Risk,Growth,Wealth Creation,1-3 years,Monthly,30%-40%,Equity,Health Care,capital appreciation_err,Fund Diversification,Assured Returns,Risk Free,Television,FALSE
Male,25,Yes,3,4,6,5,1,2,7,Yes,Returns,Capital Appreciation,wealth creation_err,Less than 1 year,Daily,20%-30%,Fixed Deposits,Retirement Plan,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants,FALSE
Unknown,24,Yes,2,4,33.77904611,17.98781411,1,3,6,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Daily,Unknown,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Unknown,Newspapers and Magazines,FALSE
Female,26,Yes,3,2,7,5,4,1,6,Yes,Unknown,Growth,Wealth Creation,1-3 years,Monthly,10%-20%,Equity,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Television,FALSE
